,"doc_std_name","doc_std_name_id","check","orbis_id","orbis_name","name_type_x","number_patents","elastic_score","levensthein_score","jaro_winkler_score","ratcliff_obershelp_score","pam_score","query","guo_bvd_id","guo_name"
496,"GENESIS INDUSTRIES LLC",111623853,"n","US202895832L","FMC INDUSTRIES LLC","original",2,14,75,1,1,71,"restricted_to_jurisdiction","US940479804","FMC CORP"
501,"Knight Industries LLC",110760345,"n","US202895832L","FMC INDUSTRIES LLC","original",2,14,72,1,1,71,"restricted_to_jurisdiction","US940479804","FMC CORP"
521,"OPHTHALMO PHARMA AG",4431559,"n","CHCHE107308273","ORION PHARMA AG","original",2,13,71,1,1,68,"restricted_to_jurisdiction","FI19992126","ORION OYJ"
533,"IVERNESS MEDICAL SWITZERLAND GMBH",111257428,"n","CHCHE282417063","FMC SWITZERLAND GMBH","original",2,13,60,1,1,66,"restricted_to_jurisdiction","US940479804","FMC CORP"
552,"NEUTRINO DEUTSCHLAND GMBH",24095539,"n","DE6190197069","BOEHRINGER INGELHEIM DEUTSCHLAND GMBH","original",2,13,65,1,1,66,"restricted_to_jurisdiction","DE6190007083","C.H. BOEHRINGER SOHN AG & CO. KG"
580,"REYNOLDS TECH FABRICATORS INC",629711,"n","US2-54919","REYNOLDS BECANCOUR INC","original",2,13,71,1,1,66,"restricted_to_jurisdiction","US811789115","ALCOA CORPORATION"
581,"REYNOLDS TECH FABRICATORS INC",629711,"n","US2-54919","REYNOLDS BECANCOUR INC","original",2,13,71,1,1,66,"restricted_to_jurisdiction","US811789115","ALCOA CORPORATION"
587,"GARMOND AUSTRALIA PTY LTD",5186818,"n","AU058452556","ACAP AUSTRALIA PTY LTD","original",2,13,72,1,1,67,"restricted_to_jurisdiction","US811789115","ALCOA CORPORATION"
590,"SHAKANDA AUSTRALIA PTY LTD",23172641,"n","AU058452556","ACAP AUSTRALIA PTY LTD","original",2,13,71,1,1,67,"restricted_to_jurisdiction","US811789115","ALCOA CORPORATION"
592,"AIRSERVICES AUSTRALIA PTY LTD",5230681,"n","AU058452556","ACAP AUSTRALIA PTY LTD","original",2,13,78,1,1,68,"restricted_to_jurisdiction","US811789115","ALCOA CORPORATION"
597,"Cephalon Australia Pty Ltd",109434024,"n","AU058452556","ACAP AUSTRALIA PTY LTD","original",2,13,71,1,1,67,"restricted_to_jurisdiction","US811789115","ALCOA CORPORATION"
603,"DATAPOD AUSTRALIA PTY LTD",4471934,"n","AU058452556","ACAP AUSTRALIA PTY LTD","original",2,13,72,1,1,68,"restricted_to_jurisdiction","US811789115","ALCOA CORPORATION"
605,"CENTOR AUSTRALIA PTY LTD",85267,"n","AU058452556","ACAP AUSTRALIA PTY LTD","original",2,13,74,1,1,67,"restricted_to_jurisdiction","US811789115","ALCOA CORPORATION"
621,"SMC AUSTRALIA PTY LTD",4304589,"n","AU058452556","ACAP AUSTRALIA PTY LTD","original",2,13,79,1,1,70,"restricted_to_jurisdiction","US811789115","ALCOA CORPORATION"
622,"DRICONEQ AUSTRALIA PTY LTD",23212121,"n","AU058452556","ACAP AUSTRALIA PTY LTD","original",2,13,71,1,1,66,"restricted_to_jurisdiction","US811789115","ALCOA CORPORATION"
628,"APPLIDYNE AUSTRALIA PTY LTD",18202166,"n","AU058452556","ACAP AUSTRALIA PTY LTD","original",2,13,82,1,1,68,"restricted_to_jurisdiction","US811789115","ALCOA CORPORATION"
636,"DDF AUSTRALIA PTY LTD",1848366,"n","AU058452556","ACAP AUSTRALIA PTY LTD","original",2,13,79,1,1,69,"restricted_to_jurisdiction","US811789115","ALCOA CORPORATION"
637,"MATO AUSTRALIA PTY LTD",577485,"n","AU058452556","ACAP AUSTRALIA PTY LTD","original",2,13,77,1,1,69,"restricted_to_jurisdiction","US811789115","ALCOA CORPORATION"
647,"RIVALEA AUSTRALIA PTY LTD",21861768,"n","AU058452556","ACAP AUSTRALIA PTY LTD","original",2,13,72,1,1,66,"restricted_to_jurisdiction","US811789115","ALCOA CORPORATION"
652,"MEGARA AUSTRALIA PTY LTD",370953,"n","AU058452556","ACAP AUSTRALIA PTY LTD","original",2,13,74,1,1,69,"restricted_to_jurisdiction","US811789115","ALCOA CORPORATION"
658,"GLUV AUSTRALIA PTY LTD",23765959,"n","AU058452556","ACAP AUSTRALIA PTY LTD","original",2,13,77,1,1,67,"restricted_to_jurisdiction","US811789115","ALCOA CORPORATION"
666,"GRIPON AUSTRALIA PTY LTD",4872596,"n","AU058452556","ACAP AUSTRALIA PTY LTD","original",2,13,74,1,1,68,"restricted_to_jurisdiction","US811789115","ALCOA CORPORATION"
668,"HOSPIRA AUSTRALIA PTY LTD.",151350604,"n","AU058452556","ACAP AUSTRALIA PTY LTD","original",2,13,72,1,1,66,"restricted_to_jurisdiction","US811789115","ALCOA CORPORATION"
684,"LTA PARTNERS LLC",23052793,"n","US266514512L","FMC PARTNERS LLC","original",2,13,75,1,1,67,"restricted_to_jurisdiction","US940479804","FMC CORP"
687,"MED1 PARTNERS LLC",4574291,"n","US266514512L","FMC PARTNERS LLC","original",2,13,73,1,1,69,"restricted_to_jurisdiction","US940479804","FMC CORP"
699,"Seaga Manufacturing, Inc.",111533833,"n","US149205232L","DELAVAL MANUFACTURING INC","original",2,13,71,1,1,68,"restricted_to_jurisdiction","SE5562586981","DELAVAL INTERNATIONAL AB"
725,"AVO USA HOLDING 2 CORP",23067307,"n","US295368842L","ALCOA USA HOLDING CO","original",2,12,81,1,1,69,"restricted_to_jurisdiction","US811789115","ALCOA CORPORATION"
727,"EOC BELGIUM",17634835,"n","BE0469601051","METABO BELGIUM","original",2,12,80,1,1,69,"restricted_to_jurisdiction","JP2120001139864","KOKI HOLDINGS CO."
728,"EOC BELGIUM",17634835,"n","BE0469601051","METABO BELGIUM","original",2,12,80,1,1,69,"restricted_to_jurisdiction","JP2120001139864","KOKI HOLDINGS CO."
732,"OPTIMA PHARMA GMBH",19114865,"n","DE2150198453","ORION PHARMA GMBH","original",2,12,80,1,1,68,"restricted_to_jurisdiction","FI19992126","ORION OYJ"
733,"AGON PHARMA GMBH",1974293,"n","DE2150198453","ORION PHARMA GMBH","original",2,12,67,1,1,66,"restricted_to_jurisdiction","FI19992126","ORION OYJ"
739,"INNOVECO AUSTRALIA PTY LTD",22408885,"n","AU110199169","CHEMINOVA AUSTRALIA PTY LIMITED","original",2,12,77,1,1,67,"restricted_to_jurisdiction","US940479804","FMC CORP"
740,"INNOVECO AUSTRALIA PTY LTD",22408885,"n","AU110199169","CHEMINOVA AUSTRALIA PTY LIMITED","original",2,12,77,1,1,67,"restricted_to_jurisdiction","US940479804","FMC CORP"
768,"ARBONNE INTERNATIONAL LLC",111872062,"n","US319116437L","FMC INTERNATIONAL LLC","original",2,11,78,1,1,66,"restricted_to_jurisdiction","US940479804","FMC CORP"
771,"ARBONNE INTERNATIONAL LLC",3114519,"n","US319116437L","FMC INTERNATIONAL LLC","original",2,11,78,1,1,66,"restricted_to_jurisdiction","US940479804","FMC CORP"
773,"MANTICORE INTERNATIONAL LLC",4291495,"n","US319116437L","FMC INTERNATIONAL LLC","original",2,11,71,1,1,67,"restricted_to_jurisdiction","US940479804","FMC CORP"
781,"MARLENA INTERNATIONAL LLC",3123051,"n","US319116437L","FMC INTERNATIONAL LLC","original",2,11,74,1,1,67,"restricted_to_jurisdiction","US940479804","FMC CORP"
804,"SYSTECH INTERNATIONAL LLC",2405044,"n","US319116437L","FMC INTERNATIONAL LLC","original",2,11,74,1,1,67,"restricted_to_jurisdiction","US940479804","FMC CORP"
811,"VANCO INTERNATIONAL LLC",2932771,"n","US319116437L","FMC INTERNATIONAL LLC","original",2,11,77,1,1,68,"restricted_to_jurisdiction","US940479804","FMC CORP"
832,"NEWPARK CANADA INC",3193811,"n","CA133235658L","MERIAL CANADA INC","original",2,11,74,1,1,66,"restricted_to_jurisdiction","DE6190007083","C.H. BOEHRINGER SOHN AG & CO. KG"
833,"NEWPARK CANADA INC",3193811,"n","CA133235658L","MERIAL CANADA INC","original",2,11,74,1,1,66,"restricted_to_jurisdiction","DE6190007083","C.H. BOEHRINGER SOHN AG & CO. KG"
836,"MARPORT CANADA INC",1952540,"n","CA133235658L","MERIAL CANADA INC","original",2,11,74,1,1,67,"restricted_to_jurisdiction","DE6190007083","C.H. BOEHRINGER SOHN AG & CO. KG"
837,"MARPORT CANADA INC",1952540,"n","CA133235658L","MERIAL CANADA INC","original",2,11,74,1,1,67,"restricted_to_jurisdiction","DE6190007083","C.H. BOEHRINGER SOHN AG & CO. KG"
862,"ZTE CANADA INC",23505179,"n","CA132729908L","MERIAL CANADA INC","original",2,11,77,1,1,66,"restricted_to_jurisdiction","DE6190007083","C.H. BOEHRINGER SOHN AG & CO. KG"
863,"ZTE CANADA INC",23505179,"n","CA132729908L","MERIAL CANADA INC","original",2,11,77,1,1,66,"restricted_to_jurisdiction","DE6190007083","C.H. BOEHRINGER SOHN AG & CO. KG"
874,"REDOX CHEMICALS INC",1757109,"n","US132427712L","BI CHEMICALS INC","original",2,11,74,1,1,67,"restricted_to_jurisdiction","DE6190007083","C.H. BOEHRINGER SOHN AG & CO. KG"
875,"REDOX CHEMICALS INC",1757109,"n","US132427712L","BI CHEMICALS INC","original",2,11,74,1,1,67,"restricted_to_jurisdiction","DE6190007083","C.H. BOEHRINGER SOHN AG & CO. KG"
884,"DURA CHEMICALS INC",18854056,"n","US132427712L","BI CHEMICALS INC","original",2,11,76,1,1,68,"restricted_to_jurisdiction","DE6190007083","C.H. BOEHRINGER SOHN AG & CO. KG"
885,"DURA CHEMICALS INC",18854056,"n","US132427712L","BI CHEMICALS INC","original",2,11,76,1,1,68,"restricted_to_jurisdiction","DE6190007083","C.H. BOEHRINGER SOHN AG & CO. KG"
895,"CBC Industries",107990667,"n","US228178586L","FMC INDUSTRIES LLC","original",2,11,75,1,1,67,"restricted_to_jurisdiction","US940479804","FMC CORP"
907,"MILTEC UV INTERNATIONAL LLC",22641879,"n","US319116437L","FMC INTERNATIONAL LLC","original",2,10,71,1,1,66,"restricted_to_jurisdiction","US940479804","FMC CORP"
909,"PRO CON INTERNATIONAL LLC",4266001,"n","US319116437L","FMC INTERNATIONAL LLC","original",2,10,83,1,1,69,"restricted_to_jurisdiction","US940479804","FMC CORP"
925,"ARGENT INTERNATIONAL INC",2320960,"n","US128916769L","REYNOLDS INTERNATIONAL INC","original",2,10,68,1,1,67,"restricted_to_jurisdiction","US811789115","ALCOA CORPORATION"
927,"RSGA INTERNATIONAL INC",2717369,"n","US128916769L","REYNOLDS INTERNATIONAL INC","original",2,10,83,1,1,69,"restricted_to_jurisdiction","US811789115","ALCOA CORPORATION"
935,"SLS INTERNATIONAL INC",2611264,"n","US128916769L","REYNOLDS INTERNATIONAL INC","original",2,10,85,1,1,69,"restricted_to_jurisdiction","US811789115","ALCOA CORPORATION"
941,"LENNOX INTERNATIONAL INC",4343362,"n","US128916769L","REYNOLDS INTERNATIONAL INC","original",2,10,84,1,1,70,"restricted_to_jurisdiction","US811789115","ALCOA CORPORATION"
944,"MERIDIENNE INTERNATIONAL INC",3534268,"n","US128916769L","REYNOLDS INTERNATIONAL INC","original",2,10,78,1,1,66,"restricted_to_jurisdiction","US811789115","ALCOA CORPORATION"
960,"VECTRON INTERNATIONAL INC",945697,"n","US128916769L","REYNOLDS INTERNATIONAL INC","original",2,10,78,1,1,68,"restricted_to_jurisdiction","US811789115","ALCOA CORPORATION"
972,"ENSCO INTERNATIONAL INC",3888372,"n","US128916769L","REYNOLDS INTERNATIONAL INC","original",2,10,69,1,1,68,"restricted_to_jurisdiction","US811789115","ALCOA CORPORATION"
974,"TEMKIN INTERNATIONAL INC",2410064,"n","US128916769L","REYNOLDS INTERNATIONAL INC","original",2,10,80,1,1,68,"restricted_to_jurisdiction","US811789115","ALCOA CORPORATION"
976,"PROBRAND INTERNATIONAL INC",2568739,"n","US128916769L","REYNOLDS INTERNATIONAL INC","original",2,10,81,1,1,68,"restricted_to_jurisdiction","US811789115","ALCOA CORPORATION"
983,"TERITED INTERNATIONAL INC",15536503,"n","US128916769L","REYNOLDS INTERNATIONAL INC","original",2,10,82,1,1,69,"restricted_to_jurisdiction","US811789115","ALCOA CORPORATION"
989,"DARTON INTERNATIONAL INC",2901244,"n","US128916769L","REYNOLDS INTERNATIONAL INC","original",2,10,68,1,1,66,"restricted_to_jurisdiction","US811789115","ALCOA CORPORATION"
996,"ZARC INTERNATIONAL INC",2310782,"n","US128916769L","REYNOLDS INTERNATIONAL INC","original",2,10,79,1,1,66,"restricted_to_jurisdiction","US811789115","ALCOA CORPORATION"
999,"SANTE INTERNATIONAL INC",2797040,"n","US128916769L","REYNOLDS INTERNATIONAL INC","original",2,10,78,1,1,67,"restricted_to_jurisdiction","US811789115","ALCOA CORPORATION"
1002,"PARAGON INTERNATIONAL INC",2554468,"n","US128916769L","REYNOLDS INTERNATIONAL INC","original",2,10,78,1,1,67,"restricted_to_jurisdiction","US811789115","ALCOA CORPORATION"
0,"ASTRANOVA TARIM TICARET VE SANAYI ANONIM SIRKETI",19181519,"n","TR1939961F","AGRINOVA TARIM KIMYEVI MADDE SANAYI TICARET ANONIM SIRKETI","original",1,32,72,1,1,66,"restricted_to_jurisdiction","US940479804","FMC CORP"
2,"MEDTRONIC MEDIZINISCH-ELEKTRONISCHE GERÃƒÂ„TE-GESELLSCHAFT MIT BESCHRÃƒÂ„NKTER HAFTUNG",24096938,"n","DE6190097008","ANASCO GESELLSCHAFT MIT BESCHRÃƒÂŒÃƒÂƒNKTER HAFTUNG","original",1,22,60,1,1,68,"restricted_to_jurisdiction","DE6190007083","C.H. BOEHRINGER SOHN AG & CO. KG"
4,"CHAMACRIA UNIPESSOAL LDA",17182746,"n","PT508907365","ORIONFIN , UNIPESSOAL , LDA","original",1,21,60,1,1,69,"restricted_to_jurisdiction","FI19992126","ORION OYJ"
7,"ACAREX UNIPESSOAL LDA",17692570,"n","PT508907365","ORIONFIN , UNIPESSOAL , LDA","original",1,21,64,1,1,69,"restricted_to_jurisdiction","FI19992126","ORION OYJ"
8,"ENDOWAVE UNIPESSOAL LDA",19320104,"n","PT508907365","ORIONFIN , UNIPESSOAL , LDA","original",1,21,61,1,1,68,"restricted_to_jurisdiction","FI19992126","ORION OYJ"
9,"SB PHARMACO PUERTO RICO INC",3373123,"n","US170280603L","FMC PUERTO RICO","original",1,21,67,1,1,80,"restricted_to_jurisdiction","US940479804","FMC CORP"
14,"HIPEMA INVERSIONES SL",10108538,"n","ESB85947356","ALCOA SAUDI SMELTING INVERSIONES SL","original",1,21,57,1,1,66,"restricted_to_jurisdiction","US811789115","ALCOA CORPORATION"
15,"HIPEMA INVERSIONES SL",10108538,"n","ESB85947356","ALCOA SAUDI SMELTING INVERSIONES SL","original",1,21,57,1,1,66,"restricted_to_jurisdiction","US811789115","ALCOA CORPORATION"
20,"E S PRODUCTIONS BULGARIA EOOD",17210221,"n","BG131462461","FMC AGRO BULGARIA EOOD","original",1,20,59,1,1,71,"restricted_to_jurisdiction","US940479804","FMC CORP"
26,"St. Jude Medical Puerto Rico LC",109701038,"n","US170280603L","FMC PUERTO RICO","original",1,19,62,1,1,70,"restricted_to_jurisdiction","US940479804","FMC CORP"
28,"TWIN AIR B.V. HOLLAND",111743885,"n","NL65682343","ALCOA HOLLAND B.V .","original",1,19,70,1,0,69,"restricted_to_jurisdiction","US811789115","ALCOA CORPORATION"
29,"TWIN AIR B.V. HOLLAND",111743885,"n","NL65682343","ALCOA HOLLAND B.V .","original",1,19,70,1,0,69,"restricted_to_jurisdiction","US811789115","ALCOA CORPORATION"
30,"Optium Australia PTY Limited",110618496,"n","AU110199169","CHEMINOVA AUSTRALIA PTY LIMITED","original",1,19,71,1,1,77,"restricted_to_jurisdiction","US940479804","FMC CORP"
31,"Optium Australia PTY Limited",110618496,"n","AU110199169","CHEMINOVA AUSTRALIA PTY LIMITED","original",1,19,71,1,1,77,"restricted_to_jurisdiction","US940479804","FMC CORP"
32,"SAINT-GOBAIN RIGIPS AUSTRIA GESMBH",24051743,"n","AT9130079835","METABO AUSTRIA GESMBH","original",1,18,58,1,1,70,"restricted_to_jurisdiction","JP2120001139864","KOKI HOLDINGS CO."
35,"Basell Pollolefine Italia s.r.l.",111601755,"n","IT08144060152","ALTHALLER ITALIA S.R.L .","original",1,18,60,1,1,71,"restricted_to_jurisdiction","US940479804","FMC CORP"
36,"Basell Pollolefine Italia s.r.l.",111601755,"n","IT08144060152","ALTHALLER ITALIA S.R.L .","original",1,18,60,1,1,71,"restricted_to_jurisdiction","US940479804","FMC CORP"
39,"Basell Polyolefine Italia s.r.l.",108570988,"n","IT08144060152","ALTHALLER ITALIA S.R.L .","original",1,18,60,1,1,71,"restricted_to_jurisdiction","US940479804","FMC CORP"
40,"Basell Polyolefine Italia s.r.l.",108570988,"n","IT08144060152","ALTHALLER ITALIA S.R.L .","original",1,18,60,1,1,71,"restricted_to_jurisdiction","US940479804","FMC CORP"
43,"Basell Poliolifine Italia s.r.l.",108592236,"n","IT08144060152","ALTHALLER ITALIA S.R.L .","original",1,18,60,1,1,71,"restricted_to_jurisdiction","US940479804","FMC CORP"
44,"Basell Poliolifine Italia s.r.l.",108592236,"n","IT08144060152","ALTHALLER ITALIA S.R.L .","original",1,18,60,1,1,71,"restricted_to_jurisdiction","US940479804","FMC CORP"
45,"Basell Poliolefine Italia S.r.l.",150030475,"n","IT08144060152","ALTHALLER ITALIA S.R.L .","original",1,18,60,1,1,71,"restricted_to_jurisdiction","US940479804","FMC CORP"
46,"Basell Poliolefine Italia S.r.l.",150030475,"n","IT08144060152","ALTHALLER ITALIA S.R.L .","original",1,18,60,1,1,71,"restricted_to_jurisdiction","US940479804","FMC CORP"
47,"Basell Polidlefine Italia s.r.l.",109235272,"n","IT08144060152","ALTHALLER ITALIA S.R.L .","original",1,18,60,1,1,71,"restricted_to_jurisdiction","US940479804","FMC CORP"
48,"Basell Polidlefine Italia s.r.l.",109235272,"n","IT08144060152","ALTHALLER ITALIA S.R.L .","original",1,18,60,1,1,71,"restricted_to_jurisdiction","US940479804","FMC CORP"
49,"Basell Pololefine Italia s.r.l.",108960677,"n","IT08144060152","ALTHALLER ITALIA S.R.L .","original",1,18,62,1,1,71,"restricted_to_jurisdiction","US940479804","FMC CORP"
50,"Basell Pololefine Italia s.r.l.",108960677,"n","IT08144060152","ALTHALLER ITALIA S.R.L .","original",1,18,62,1,1,71,"restricted_to_jurisdiction","US940479804","FMC CORP"
51,"Silicum Becancour Inc.",110935380,"n","CA149089317L","ALUMINERIE DE BECANCOUR INC","original",1,18,54,1,1,70,"restricted_to_jurisdiction","US811789115","ALCOA CORPORATION"
53,"Retinalyze Danmark A/S",108416740,"n","DK20247703","METABO DANMARK A/S","original",1,18,75,1,1,78,"restricted_to_jurisdiction","JP2120001139864","KOKI HOLDINGS CO."
57,"WEIR NORGE AS",13817456,"n","NO979964625","METABO NORGE AS","original",1,18,57,1,1,73,"restricted_to_jurisdiction","JP2120001139864","KOKI HOLDINGS CO."
59,"ARCHER NORGE AS",18959623,"n","NO979964625","METABO NORGE AS","original",1,18,60,1,1,72,"restricted_to_jurisdiction","JP2120001139864","KOKI HOLDINGS CO."
61,"BEKAERT NORGE AS",13813164,"n","NO979964625","METABO NORGE AS","original",1,18,71,1,1,76,"restricted_to_jurisdiction","JP2120001139864","KOKI HOLDINGS CO."
62,"WAPRO NORGE AS",23296477,"n","NO979964625","METABO NORGE AS","original",1,18,55,1,1,73,"restricted_to_jurisdiction","JP2120001139864","KOKI HOLDINGS CO."
64,"INFORUM NORGE AS",13812873,"n","NO979964625","METABO NORGE AS","original",1,18,65,1,1,73,"restricted_to_jurisdiction","JP2120001139864","KOKI HOLDINGS CO."
65,"MINIHYDRO NORGE AS",18972912,"n","NO979964625","METABO NORGE AS","original",1,18,67,1,1,74,"restricted_to_jurisdiction","JP2120001139864","KOKI HOLDINGS CO."
67,"POSTEN NORGE AS",13814890,"n","NO979964625","METABO NORGE AS","original",1,18,53,1,1,71,"restricted_to_jurisdiction","JP2120001139864","KOKI HOLDINGS CO."
69,"PRIMO NORGE AS",13816519,"n","NO979964625","METABO NORGE AS","original",1,18,55,1,1,74,"restricted_to_jurisdiction","JP2120001139864","KOKI HOLDINGS CO."
73,"Henkel Ireland Limited",111915072,"n","IE316925","BOEHRINGER INGELHEIM IRELAND LIMITED","original",1,18,72,1,1,74,"restricted_to_jurisdiction","DE6190007083","C.H. BOEHRINGER SOHN AG & CO. KG"
74,"FMC AGROQUIMICA DE MEXICO S DE R L DE C V",21201547,"n","MXFME651206SI6","FMC DE MEXICO SA","original",1,18,53,1,1,67,"restricted_to_jurisdiction","US940479804","FMC CORP"
76,"DIANOVA SVERIGE AB",14451456,"n","SE5565470258","METABO SVERIGE AB","original",1,17,74,1,1,78,"restricted_to_jurisdiction","JP2120001139864","KOKI HOLDINGS CO."
78,"TELE2 SVERIGE AB",19489949,"n","SE5565470258","METABO SVERIGE AB","original",1,17,61,1,1,73,"restricted_to_jurisdiction","JP2120001139864","KOKI HOLDINGS CO."
79,"HÃƒÂ–VDING SVERIGE AB",22173497,"n","SE5565470258","METABO SVERIGE AB","original",1,17,65,1,1,71,"restricted_to_jurisdiction","JP2120001139864","KOKI HOLDINGS CO."
80,"HOEVDING SVERIGE AB",381694,"n","SE5565470258","METABO SVERIGE AB","original",1,17,67,1,1,73,"restricted_to_jurisdiction","JP2120001139864","KOKI HOLDINGS CO."
81,"PIPELIFE SVERIGE AB",14452319,"n","SE5565470258","METABO SVERIGE AB","original",1,17,67,1,1,72,"restricted_to_jurisdiction","JP2120001139864","KOKI HOLDINGS CO."
83,"BANDIT SVERIGE AB",23445228,"n","SE5565470258","METABO SVERIGE AB","original",1,17,71,1,1,76,"restricted_to_jurisdiction","JP2120001139864","KOKI HOLDINGS CO."
85,"DRIKK SVERIGE AB",1961252,"n","SE5565470258","METABO SVERIGE AB","original",1,17,67,1,1,72,"restricted_to_jurisdiction","JP2120001139864","KOKI HOLDINGS CO."
87,"BENDERS SVERIGE AB",16991636,"n","SE5565470258","METABO SVERIGE AB","original",1,17,69,1,1,74,"restricted_to_jurisdiction","JP2120001139864","KOKI HOLDINGS CO."
91,"OPTI SVERIGE AB",986324,"n","SE5565470258","METABO SVERIGE AB","original",1,17,75,1,1,77,"restricted_to_jurisdiction","JP2120001139864","KOKI HOLDINGS CO."
93,"HYGIENTEKNIK SVERIGE AB",2129026,"n","SE5565470258","METABO SVERIGE AB","original",1,17,65,1,1,71,"restricted_to_jurisdiction","JP2120001139864","KOKI HOLDINGS CO."
94,"SPECIALFASTIGHETER SVERIGE AB",14456974,"n","SE5565470258","METABO SVERIGE AB","original",1,17,57,1,1,67,"restricted_to_jurisdiction","JP2120001139864","KOKI HOLDINGS CO."
95,"MASTER HALCO INC",2521008,"n","US149178789L","HALCO MINING INC","original",1,17,69,1,1,71,"restricted_to_jurisdiction","US811789115","ALCOA CORPORATION"
96,"MASTER HALCO INC",2521008,"n","US149178789L","HALCO MINING INC","original",1,17,69,1,1,71,"restricted_to_jurisdiction","US811789115","ALCOA CORPORATION"
97,"LTD LIABILITY COMPANY PHARMA GEN",23594411,"n","RU99694373","LIMITED LIABILITY COMPANY ORION PHARMA","original",1,17,80,1,1,70,"restricted_to_jurisdiction","FI19992126","ORION OYJ"
98,"LTD LIABILITY COMPANY PHARMA GEN",23594411,"n","RU99694373","LIMITED LIABILITY COMPANY ORION PHARMA","original",1,17,80,1,1,70,"restricted_to_jurisdiction","FI19992126","ORION OYJ"
99,"LTD LIABILITY COMPANY PHARMA GEN",23594411,"n","RU99694373","LIMITED LIABILITY COMPANY ORION PHARMA","original",1,17,80,1,1,70,"restricted_to_jurisdiction","FI19992126","ORION OYJ"
100,"POWER TAD DE MEXICO SA DE CV",24143293,"n","MXFME651206SI6","FMC DE MEXICO SA","original",1,17,59,1,1,68,"restricted_to_jurisdiction","US940479804","FMC CORP"
101,"ZOPPAS IND DE MEXICO SA DE CV",23078348,"n","MXFME651206SI6","FMC DE MEXICO SA","original",1,17,58,1,1,67,"restricted_to_jurisdiction","US940479804","FMC CORP"
102,"VIDRIO PLANO DE MEXICO SA DE CV",20731412,"n","MXFME651206SI6","FMC DE MEXICO SA","original",1,17,55,1,1,66,"restricted_to_jurisdiction","US940479804","FMC CORP"
103,", Aristocrat Technologies Australia Pty Limited",145394237,"n","AU110199169","CHEMINOVA AUSTRALIA PTY LIMITED","original",1,17,55,1,1,70,"restricted_to_jurisdiction","US940479804","FMC CORP"
104,", Aristocrat Technologies Australia Pty Limited",145394237,"n","AU110199169","CHEMINOVA AUSTRALIA PTY LIMITED","original",1,17,55,1,1,70,"restricted_to_jurisdiction","US940479804","FMC CORP"
107,"ABC DISTRIBUTION, LLC",111302148,"n","US132537381L","DELAVAL DIRECT DISTRIBUTION LLC","original",1,17,75,1,1,76,"restricted_to_jurisdiction","SE5562586981","DELAVAL INTERNATIONAL AB"
108,"Opsis Distribution, LLC",111707839,"n","US129800818L","DELAVAL DIRECT DISTRIBUTION LLC","original",1,17,60,1,1,70,"restricted_to_jurisdiction","SE5562586981","DELAVAL INTERNATIONAL AB"
111,"AGA SAAT GES MIT BESCHRAENKTER HAFTUNG",20692842,"n","DE6190097008","ANASCO GESELLSCHAFT MIT BESCHRÃƒÂŒÃƒÂƒNKTER HAFTUNG","original",1,17,74,1,1,68,"restricted_to_jurisdiction","DE6190007083","C.H. BOEHRINGER SOHN AG & CO. KG"
112,"Merck Patent Gesellschaff mit beschrankter Haftung",105862784,"n","DE6190097008","ANASCO GESELLSCHAFT MIT BESCHRÃƒÂŒÃƒÂƒNKTER HAFTUNG","original",1,17,75,1,1,68,"restricted_to_jurisdiction","DE6190007083","C.H. BOEHRINGER SOHN AG & CO. KG"
114,"POWER HYBRID DEUTSCHLAND GMBH",246686,"n","DE5210001100","HIKOKI POWER TOOLS DEUTSCHLAND GMBH","original",1,17,78,1,1,67,"restricted_to_jurisdiction","JP2120001139864","KOKI HOLDINGS CO."
115,"VIRBAC MEXICO SA DE CV LAB",17835293,"n","MXFME651206SI6","FMC DE MEXICO SA","original",1,17,62,1,1,68,"restricted_to_jurisdiction","US940479804","FMC CORP"
116,"REYNOLDS & REYNOLDS ELECTRONICS INC",22233083,"n","US2-54919","REYNOLDS BECANCOUR INC","original",1,16,62,1,1,73,"restricted_to_jurisdiction","US811789115","ALCOA CORPORATION"
117,"REYNOLDS & REYNOLDS ELECTRONICS INC",22233083,"n","US2-54919","REYNOLDS BECANCOUR INC","original",1,16,62,1,1,73,"restricted_to_jurisdiction","US811789115","ALCOA CORPORATION"
120,"PRAXAIR INDIA PRIVATE LTD",23353608,"n","IN0002900316","FMC INDIA PRIVATE LIMITED","original",1,16,68,1,1,74,"restricted_to_jurisdiction","US940479804","FMC CORP"
121,"PAREKHPLAST INDIA PRIVATE LTD",4437459,"n","IN0000024469","FMC INDIA PRIVATE LIMITED","original",1,16,63,1,1,71,"restricted_to_jurisdiction","US940479804","FMC CORP"
122,"PAREKHPLAST INDIA PRIVATE LTD",4437459,"n","IN0000024469","FMC INDIA PRIVATE LIMITED","original",1,16,63,1,1,71,"restricted_to_jurisdiction","US940479804","FMC CORP"
126,"ECOCAT INDIA PRIVATE LTD",23670232,"n","IN0002900316","FMC INDIA PRIVATE LIMITED","original",1,16,78,1,1,77,"restricted_to_jurisdiction","US940479804","FMC CORP"
128,"CATERPILLAR INDIA PRIVATE LTD",4460165,"n","IN0002900316","FMC INDIA PRIVATE LIMITED","original",1,16,70,1,1,74,"restricted_to_jurisdiction","US940479804","FMC CORP"
